Address,Beds,Baths,Area,Construction,Parking,Price
"1200 E 53rd St APT 5Z, Brooklyn, NY 11234",0,1,0,0,0,"$150,000"
"1170 Ocean Pkwy APT 4L, Brooklyn, NY 11230",1,1,600,0,0,"$165,000"
"2785 Ocean Pkwy, Brooklyn, NY 11235",2,1,1000,0,0,"$118,000"
"1350 E 5th St APT 6I, Brooklyn, NY 11230",1,1,500,0,0,"$188,000"
"2287 Mott Ave #2B, Brooklyn, NY 11216",1,1,900,0,0,"$110,000"
"1170 Ocean Pkwy APT 12D, Brooklyn, NY 11230",1,1,692,0,0,"$200,000"
"2285 Bragg St APT 5C, Brooklyn, NY 11229",3,1,1100,0,0,"$199,500"
"1608 Ocean Pkwy APT 5D, Brooklyn, NY 11230",0,1,500,0,0,"$185,000"
"8602 Avenue L APT 801, Brooklyn, NY 11236",0,1,0,0,0,"$160,000"
"1515 W 7th St APT 4B, Brooklyn, NY 11204",1,1,800,0,0,"$150,000"
"210 E 16th St, Brooklyn, NY 11226",0,0,0,0,0,"$185,000"
"170 72nd St APT 502, Brooklyn, NY 11209",0,1,525,0,0,"$189,000"
"1478 E 28th St #1R, Brooklyn, NY 11229",1,1,0,0,0,"$179,000"
"195 Willoughby Ave APT 202, Brooklyn, NY 11205",0,1,0,0,0,"$199,000"
"9902 3rd Ave APT 2K, Brooklyn, NY 11209",0,1,450,0,0,"$199,000"
"1199 E 53rd St APT 3Z, Brooklyn, NY 11234",0,1,0,0,0,"$150,000"
"31 Lois Ave, Brooklyn, NY 11229",0,0,0,0,0,"$199,999"
"65 Montauk Ave, Brooklyn, NY 11208",0,0,0,0,0,"$155,000"
"4612 6th Ave APT 8, Brooklyn, NY 11220",0,1,190,0,0,"$199,000"
"2913 Foster Ave #6C, Brooklyn, NY 11210",1,1,650,0,0,"$175,000"
"2711 Avenue X APT 3G, Brooklyn, NY 11235",1,1,750,0,0,"$199,000"
"2738 E 19th St APT D6, Brooklyn, NY 11235",1,1,700,0,0,"$199,900"
"897 Empire Blvd APT F1, Brooklyn, NY 11213",1,1,834,0,0,"$159,000"
"3855 Shore Pkwy APT 5M, Brooklyn, NY 11235",1,2,580,0,0,"$179,888"
"855 E 7th St APT 1J, Brooklyn, NY 11230",0,1,520,0,0,"$198,000"
"1200 E 53rd St APT 5F, Brooklyn, NY 11234",2,1,850,0,0,"$190,000"
"1170 Ocean Pkwy APT 3L, Brooklyn, NY 11230",1,1,0,0,0,"$189,000"
"1200 E 53rd St APT 5F, Brooklyn, NY 11234",2,1,850,0,0,"$190,000"
"2738 E 19th St APT D4, Brooklyn, NY 11235",1,1,850,0,0,"$200,000"
"929 E 84th St, Brooklyn, NY 11236",0,0,0,0,0,"$189,900"
"2465 Haring St APT 6E, Brooklyn, NY 11235",1,1,700,0,0,"$160,000"
"285 E 35th St APT 3J, Brooklyn, NY 11203",1,1,1150,0,0,"$200,000"
"14 Cass Pl APT 3E, Brooklyn, NY 11235",0,1,500,0,0,"$180,000"
"2913 Foster Ave APT 3I, Brooklyn, NY 11210",1,1,0,0,0,"$189,000"
"460 Ovington Ave APT 3E, Brooklyn, NY 11209",0,1,450,0,0,"$199,000"
"770 Ocean Pkwy APT 5E, Brooklyn, NY 11230",0,1,535,0,0,"$180,000"
"2171 Bragg St APT 3H, Brooklyn, NY 11229",1,1,700,0,0,"$145,000"
"2738 E 19th St APT B1, Brooklyn, NY 11235",1,1,700,0,0,"$185,000"
"2035 E 7th St #1, Brooklyn, NY 11223",0,1,575,0,0,"$165,000"
