Address,Beds,Baths,Area,Construction,Parking,Price
"525 E 86th St APT 20C, New York, NY 10028",1,1,0,0,0,"$975,000"
"40 W 116th St #916, New York, NY 10026",2,1,880,0,0,"$995,000"
"136 E 36th St APT 1G, New York, NY 10016",3,2,1262,0,0,"$995,000"
"360 E 72nd St APT B1004, New York, NY 10021",1,1,0,0,0,"$975,000"
"243 E 77th St APT 4B, New York, NY 10075",2,2,830,0,0,"$995,000"
"245 E 72nd St OFFICE 1C, New York, NY 10021",2,2,1082,0,0,"$995,000"
"304 E 65th St APT 31D, New York, NY 10065",1,1,703,0,0,"$999,000"
"204 W Houston St APT 5B, New York, NY 10014",1,2,0,0,0,"$995,000"
"77 Fulton St APT 13K, New York, NY 10038",2,1,855,0,0,"$920,000"
"250 E 49th St #19A, New York, NY 10017",1,1,647,0,0,"$949,000"
"321 E 43rd St APT 201, New York, NY 10017",2,2,0,0,0,"$995,000"
"15 W 53rd St #15H, New York, NY 10019",1,1,743,0,0,"$995,000"
"303 Greenwich St #3A, New York, NY 10013",1,1,730,0,0,"$985,000"
"142 W End Ave APT 11V, New York, NY 10023",1,1,0,0,0,"$945,000"
"308 W 30th St APT 9B, New York, NY 10001",2,1,731,0,0,"$975,000"
"56 W 82nd St #PARLOR6, New York, NY 10024",1,1,0,0,0,"$925,000"
"23 10th St APT 222, New York, NY 10003",1,1,0,0,0,"$955,000"
"506 E 119th St APT 2, New York, NY 10035",3,2,1200,0,0,"$975,000"
"25 Indian Rd APT 2F, New York, NY 10034",3,2,1350,0,0,"$935,000"
"345 E 81st St APT 14M, New York, NY 10028",1,1,900,0,0,"$975,000"
"500 Grand St #C9A, New York, NY 10002",2,1,1000,0,0,"$989,000"
"55 Wall St APT 610, New York, NY 10005",1,1,937,0,0,"$979,000"
"845 United Nations Plz APT 11F, New York, NY 10017",0,1,580,0,0,"$950,000"
"52 E End Ave APT 8A, New York, NY 10028",1,2,1308,0,0,"$949,000"
"875 W End Ave APT 1A, New York, NY 10025",2,2,0,0,0,"$995,000"
"224 E 52nd St APT 18, New York, NY 10022",1,1,630,0,0,"$940,000"
"345 W 58th St APT 11R, New York, NY 10019",1,1,860,0,0,"$999,000"
"206 E 7th St #19/20, New York, NY 10009",2,2,0,0,0,"$950,000"
"475 Park Ave APT 10B, New York, NY 10022",1,1,700,0,0,"$995,000"
"340 E 74th St APT 12B, New York, NY 10021",2,2,0,0,0,"$999,000"
"453 W 19th St APT 6B, New York, NY 10011",1,1,700,0,0,"$950,000"
"300 E 71st St APT 3A, New York, NY 10021",2,1,0,0,0,"$930,000"
"350 E 30th St APT 4G, New York, NY 10016",2,1,964,0,0,"$954,000"
"205 W 54th St APT 3E, New York, NY 10019",2,2,1150,0,0,"$999,999"
"301 E 79th St APT 15P, New York, NY 10075",1,1,700,0,0,"$925,000"
"323 W 83rd St APT 3B, New York, NY 10024",2,1,0,0,0,"$975,000"
"345 E 80th St APT 25J, New York, NY 10075",1,1,733,0,0,"$949,000"
"233 E 69th St APT 2I, New York, NY 10021",1,1,0,0,0,"$960,000"
"40 Pinehurst Ave #3A, New York, NY 10033",2,2,22901,0,0,"$900,000"
"24 Bennett Ave APT 25B, New York, NY 10033",3,2,1320,0,0,"$995,000"
