Address,Beds,Baths,Area,Construction,Parking,Price
"151 Dawson Cir, Staten Island, NY 10314",5,4,2808,0,0,"$949,999"
"112 Sheraden Ave, Staten Island, NY 10314",3,1,2288,0,0,"$919,000"
"30 Beverly Rd, Staten Island, NY 10305",4,4,2256,0,0,"$999,000"
"318 Dewey Ave, Staten Island, NY 10308",4,4,2200,0,0,"$959,000"
"64 Chatham St, Staten Island, NY 10312",4,4,2424,0,0,"$999,000"
"51 Dorval Ave, Staten Island, NY 10312",3,3,2275,0,0,"$949,000"
"150 Freedom Ave, Staten Island, NY 10314",4,4,2556,0,0,"$929,000"
"428 Getz Ave, Staten Island, NY 10312",3,4,1760,0,0,"$938,000"
"173 Slater Blvd, Staten Island, NY 10305",5,3,1720,0,0,"$999,000"
"84 Fingerboard Rd, Staten Island, NY 10305",4,5,2044,0,0,"$949,000"
"208 Sinclair Ave, Staten Island, NY 10312",5,4,2156,0,0,"$929,000"
"106 Gary St, Staten Island, NY 10312",3,3,2300,0,0,"$998,888"
"7 Martin Ave, Staten Island, NY 10314",3,4,2400,0,0,"$995,000"
"4 Bidwell Ave, Staten Island, NY 10314",4,3,2432,0,0,"$915,000"
"164 Hereford St, Staten Island, NY 10308",4,4,1392,0,0,"$929,000"
"987 Westwood Ave, Staten Island, NY 10314",5,4,2704,0,0,"$950,000"
"96 W Cedarview Ave, Staten Island, NY 10306",3,3,1800,0,0,"$999,000"
"39 Woodrose Ln, Staten Island, NY 10309",5,4,2262,0,0,"$988,000"
"782 Ionia Ave, Staten Island, NY 10312",4,2,2856,0,0,"$999,999"
"243 Carteret St, Staten Island, NY 10307",4,4,2811,0,0,"$989,000"
"156 Petrus Ave, Staten Island, NY 10312",5,4,2127,0,0,"$925,000"
"19 Robinson Ave, Staten Island, NY 10312",4,3,2450,0,0,"$999,900"
"12 Greenway Dr, Staten Island, NY 10301",4,4,2380,0,0,"$999,000"
"1251 Todt Hill Rd, Staten Island, NY 10304",3,4,1456,0,0,"$999,000"
"332 Saint Pauls Ave, Staten Island, NY 10304",5,4,3604,0,0,"$949,000"
"19 Dorothy St, Staten Island, NY 10314",4,4,2700,0,0,"$999,000"
"118 Elmbank St, Staten Island, NY 10312",5,3,2580,0,0,"$949,000"
"126 Tyrrell St, Staten Island, NY 10307",4,4,2200,0,0,"$925,000"
"30 Madsen Ave, Staten Island, NY 10309",5,5,3750,0,0,"$999,900"
"307 Ellis St, Staten Island, NY 10307",4,4,1928,0,0,"$920,000"
"61 Sandalwood Dr, Staten Island, NY 10308",4,4,3696,0,0,"$949,000"
"75 Egbert Ave, Staten Island, NY 10310",4,3,1944,0,0,"$925,000"
"578 Drumgoole Rd E, Staten Island, NY 10312",3,3,2934,0,0,"$949,999"
"5775 Hylan Blvd, Staten Island, NY 10309",4,4,3400,0,0,"$949,000"
"8 Berkshire Ln, Staten Island, NY 10309",4,3,3250,0,0,"$959,000"
"189 Mason Blvd, Staten Island, NY 10309",3,4,3346,0,0,"$999,000"
"5 Lundsten Ave, Staten Island, NY 10309",4,3,3164,0,0,"$949,900"
"27 Witteman Pl, Staten Island, NY 10301",3,2,1440,0,0,"$997,900"
"410 Craig Ave, Staten Island, NY 10307",3,5,2861,0,0,"$999,000"
"22 Noel St, Staten Island, NY 10312",3,3,2100,0,0,"$969,000"
