Address,Beds,Baths,Area,Construction,Parking,Latitude,Longitude,cluster_label
"234-28 131st Ave #1, Rosedale, NY 11422",1,1,0,0,0,40.678097,-73.73395,13
"102-18 64th Ave APT 5T, Forest Hills, NY 11375",0,1,600,0,0,40.73178,-73.853315,9
"112-30 197th St, Saint Albans, NY 11412",3,2,1224,0,0,40.701114,-73.7584085,13
"23-35 Bell Blvd #2K, Bayside, NY 11360",1,1,0,0,0,40.781421,-73.775979,14
"21-47 33rd St APT 1G, Astoria, NY 11105",1,1,0,0,0,40.776286,-73.90812,9
"163-58 17th Ave #1, Whitestone, NY 11357",1,1,0,0,0,40.782813,-73.798359,14
"113-15 34th Ave #5G, Corona, NY 11368",2,1,0,0,0,40.75715,-73.855888,9
"234-34 133rd Ave #1, Rosedale, NY 11422",1,1,700,0,0,40.675709,-73.734949,13
"37-21 80th St APT 6L, Jackson Heights, NY 11372",0,1,0,0,0,40.7535179,-73.8868659,9
"84-70 129th St, Kew Gardens, NY 11415",1,1,0,0,0,40.704684,-73.823791,1
"151-31 88th St #6H, Howard Beach, NY 11414",2,1,0,0,0,40.667234,-73.847572,1
"66-34 108th St #1C, Forest Hills, NY 11375",0,1,0,0,0,40.729619,-73.847895,9
"69-09 108th St APT 109, Forest Hills, NY 11375",0,1,500,0,0,40.724852,-73.845378,1
"88-12 151st Ave APT 2M, Howard Beach, NY 11414",1,1,0,0,0,40.66845,-73.847055,1
"83-75 Woodhaven Blvd #5H, Woodhaven, NY 11421",1,1,0,0,0,40.699994,-73.853907,1
"112-30 Northern Blvd APT 2E, Corona, NY 11368",1,1,700,0,0,40.758133,-73.856952,9
"76-26 113th St #1H, Forest Hills, NY 11375",0,1,500,0,0,40.717482,-73.833881,1
"251-02 58th Ave #2, Little Neck, NY 11362",1,1,0,0,0,40.760514,-73.72875,6
"83-75 118th St APT 4B, Kew Gardens, NY 11415",0,1,0,0,0,40.705249,-73.834197,1
"89-35 155th Ave #6E, Howard Beach, NY 11414",2,1,962,0,0,40.666585,-73.84536,1
"202-35 Foothill Ave #B-52, Hollis, NY 11423",1,1,0,0,0,40.721014,-73.761933,6
"113-15 34th Ave APT 6A, Corona, NY 11368",1,1,575,0,0,40.75715,-73.855888,9
"58-03 Calloway St #6AA, Corona, NY 11368",1,1,0,0,0,40.7383146,-73.8582878,9
"170-06 88th Ave #2J, Jamaica, NY 11432",0,1,0,0,0,40.710297,-73.791522,1
"83-55 Lefferts Blvd #3E, Kew Gardens, NY 11415",1,1,700,0,0,40.705073,-73.832025,1
"10206 163rd Rd, Jamaica, NY 11414",1,0,912,0,0,40.658825,-73.84382,1
"224-02 Manor Rd, Queens Village, NY 11427",1,1,670,0,0,40.7328836,-73.7430355,6
"89-40 151st Ave #1F, Howard Beach, NY 11414",1,1,925,0,0,40.667909,-73.845534,1
"170-40 Highland Ave #607, Jamaica, NY 11432",1,1,889,0,0,40.710942,-73.797923,1
"112-24 Northern Blvd #1H, Corona, NY 11368",2,1,1000,0,0,40.758133,-73.856952,9
"72-61 113th St #3B, Forest Hills, NY 11375",0,1,0,0,0,40.719908,-73.836294,1
"54-44 Little Neck Pkwy, Little Neck, NY 11362",1,1,0,0,0,40.766399,-73.726408,6
"172-70 Highland Ave #3G, Jamaica, NY 11432",0,1,0,0,0,40.710942,-73.797923,1
"33-04 91st St #6M, Jackson Heights, NY 11372",1,1,0,0,0,40.756354,-73.877062,9
"84-10 153rd Ave APT 3N, Howard Beach, NY 11414",0,1,0,0,0,40.666303,-73.850138,1
"89-00 170th St #7E, Jamaica, NY 11432",0,1,0,0,0,40.709565,-73.791144,1
"112-50 Northern Blvd #6B, Corona, NY 11368",2,1,1100,0,0,40.758049,-73.85666,9
"Beach 45th St, Far Rockaway, NY 11691",0,0,0,0,0,40.597621,-73.764645,13
"54-40 Little Neck Pkwy #1O, Little Neck, NY 11362",1,1,0,0,0,40.766457,-73.726506,6
"10727 155th St, Jamaica, NY 11433",6,3,3120,0,0,40.6951306,-73.7980419,1
"21-57 33rd St APT 4B, Astoria, NY 11105",2,1,0,0,0,40.776099,-73.908292,9
"146-15 123rd Ave, Jamaica, NY 11436",4,2,2688,0,0,40.675618,-73.792382,13
"131-16 115th Ave, South Ozone Park, NY 11420",3,2,0,0,0,40.679763,-73.809677,1
"247-41 77th Cres #F-2, Bellerose, NY 11426",1,1,0,0,0,40.74355,-73.722757,6
"64-74 Saunders St #5C, Rego Park, NY 11374",1,1,550,0,0,40.727903,-73.859614,9
"84-20 51st Ave APT 4M, Elmhurst, NY 11373",0,1,460,0,0,40.7381413,-73.8785647,9
"57-02 244th St #E2, Little Neck, NY 11362",1,1,0,0,0,40.757072,-73.736648,6
"29-49 137th St APT 6, Flushing, NY 11354",1,1,800,0,0,40.7702579,-73.8311328,14
"1021 162nd St APT 5D, Flushing, NY 11357",1,1,0,0,0,40.791013,-73.800077,14
"62-64 Saunders St #2L, Flushing, NY 11374",1,1,703,0,0,40.730349,-73.866193,9
"64-72A 223rd Pl #A, Oakland Gardens, NY 11364",2,1,0,0,0,40.746921,-73.754256,6
"175-06 Devonshire Rd APT 1J, Jamaica, NY 11432",1,1,950,0,0,40.714626,-73.789175,1
"227-23 88th Ave #227, Queens Village, NY 11427",2,1,0,0,0,40.73033,-73.7328032,6
"64-72 223rd Pl, Oakland Gardens, NY 11364",2,1,0,0,0,40.746921,-73.754256,6
"83-15 94th St #3M, Woodhaven, NY 11421",2,1,0,0,0,40.698224,-73.851754,1
"83-15 98th St APT 3M, Woodhaven, NY 11421",2,1,0,0,0,40.699973,-73.853309,1
"141-10 25th Rd #3A, Flushing, NY 11354",1,1,750,0,0,40.775864,-73.82697,14
"22712 108th Ave, Jamaica, NY 11429",2,1,1209,0,0,40.6955123,-73.793717,1
"102-30 66th Rd #8G, Forest Hills, NY 11375",1,1,0,0,0,40.728731,-73.850667,9
"21-16 35th St APT 1B, Astoria, NY 11105",1,1,0,0,0,40.776447,-73.907007,9
"160-11 17th Ave FLOOR 1, Whitestone, NY 11357",2,1,0,0,0,40.783308,-73.802533,14
"118-18 Union Tpke APT 14B, Kew Gardens, NY 11415",2,1,950,0,0,40.7123512,-73.8339162,1
"13181 Francis Lewis Blvd, Laurelton, NY 11413",3,1,1479,0,0,40.667763,-73.739932,13
"252-07 63rd Ave #1068, Little Neck, NY 11362",1,1,0,0,0,40.756181,-73.726472,6
"35-21 79th St #3L, Jackson Heights, NY 11372",0,1,400,0,0,40.7508416,-73.887166,9
"36-16 213th St APT 1A, Bayside, NY 11361",1,1,650,0,0,40.7671777,-73.7741236,6
"100-11 67th Rd #123, Forest Hills, NY 11375",2,1,0,0,0,40.725521,-73.853518,9
"87-14 57th Rd #PD, Elmhurst, NY 11373",1,1,0,0,0,40.733164,-73.874027,9
"144-60 Gravett Rd APT 1F, Flushing, NY 11367",2,1,0,0,0,40.735241,-73.823573,1
"26-25 141st St #6-D, Flushing, NY 11354",2,1,950,0,0,40.774319,-73.828208,14
"219 Beach 44 St, Far Rockaway, NY 11691",5,2,0,0,0,40.600267,-73.760918,13
"9710 62nd Dr APT 3L, Rego Park, NY 11374",1,1,700,0,0,40.7309323,-73.8645828,9
"252-36 58th Ave #1, Little Neck, NY 11362",3,1,0,0,0,40.760788,-73.728303,6
"21-27 33rd St APT 5G, Astoria, NY 11105",2,1,0,0,0,40.77666,-73.907774,9
"339 Beach 43rd St, Far Rockaway, NY 11691",2,2,0,0,0,40.600267,-73.760918,13
"125-05 84th Ave #E6, Kew Gardens, NY 11415",1,1,725,0,0,40.708799,-73.827778,1
"14010 116th Ave, Jamaica, NY 11436",2,1,551,0,0,40.675283,-73.800696,1
"10727 155th St, Jamaica, NY 11433",6,3,3120,0,0,40.6951306,-73.7980419,1
"21525 111th Rd, Jamaica, NY 11429",4,2,1344,0,0,40.719864,-73.729433,6
"105-14 134th St, South Richmond Hill, NY 11419",3,3,1264,0,0,40.689767,-73.811984,1
"18-70 211th St #6D, Bayside, NY 11360",3,2,0,0,0,40.781053,-73.781759,14
"29-50 137th St #F, Flushing, NY 11354",2,2,1100,0,0,40.770625,-73.831578,14
"31-85 Crescent St APT 307, Astoria, NY 11106",0,1,500,0,0,40.7652383,-73.9266714,3
"18-40 211th St #3D, Bayside, NY 11360",3,1,0,0,0,40.781495,-73.781837,14
"14-17 31st Ave #4B, Astoria, NY 11106",1,1,0,0,0,40.768137,-73.931639,3
"13437 155th St, Jamaica, NY 11434",4,2,1920,0,0,40.6956117,-73.7982697,1
"104-46 114th St, South Richmond Hill, NY 11419",3,3,0,0,0,40.684478,-73.828265,1
"220-55 46th Ave #11A, Bayside, NY 11361",1,1,750,0,0,40.760132,-73.759276,6
"15038 Union Tpke APT 3D, Flushing, NY 11367",0,1,0,0,0,40.730164,-73.821997,1
"39-76 57th St APT 1H, Woodside, NY 11377",1,1,750,0,0,40.7461381,-73.9074387,9
"98-50 63rd Dr #6G, Rego Park, NY 11374",1,1,0,0,0,40.7313944,-73.8569608,9
"92-29 Lamont Ave APT 7L, Elmhurst, NY 11373",1,1,800,0,0,40.745151,-73.873305,9
"39-60 54th St #8-S, Woodside, NY 11377",1,1,780,0,0,40.747975,-73.909275,9
"142-05 Roosevelt Ave #536, Flushing, NY 11354",2,1,0,0,0,40.7609848,-73.8258987,14
"329 Beach 45th St, Far Rockaway, NY 11691",6,2,2958,0,0,40.600267,-73.760918,13
"104-54 164th St, Jamaica, NY 11433",5,2,0,0,0,40.6988963,-73.7921296,1
"159-14 Cross Island Pkwy #62, Whitestone, NY 11357",2,1,0,0,0,40.7872726,-73.8140604,14
"211-40 18th Ave #6F, Bayside, NY 11360",2,2,0,0,0,40.78236,-73.781194,14
"67-02 Almeda Ave, Arverne, NY 11692",3,2,2400,0,0,40.5970642,-73.7967886,13
"242-08 Horace Harding Expy FLOOR 2, Little Neck, NY 11362",3,1,0,0,0,40.7567586,-73.7387363,6
"60-11 Broadway #4R, Woodside, NY 11377",3,2,1622,0,0,40.751215,-73.901909,9
"21-77 33rd St #5F, Astoria, NY 11105",4,1,1500,0,0,40.775725,-73.908638,9
"75-20 Springfield Blvd FLOOR 2, Oakland Gardens, NY 11364",2,1,725,0,0,40.750228,-73.757377,6
"30-06 29th St #6S, Astoria, NY 11102",1,1,0,0,0,40.767491,-73.923162,3
"88-15 Shore Pkwy #14, Howard Beach, NY 11414",3,1,0,0,0,40.664107,-73.847437,1
"83-37 Saint James Ave #5L, Elmhurst, NY 11373",1,1,825,0,0,40.7398674,-73.8794073,9
"255-22 61st Ave UNIT 1, Little Neck, NY 11362",3,1,960,0,0,40.7581075,-73.7230849,6
"127-01 107th Ave, South Richmond Hill, NY 11419",3,2,1446,0,0,40.686211,-73.816661,1
"68-63 108th St #6N, Forest Hills, NY 11375",2,1,0,0,0,40.725549,-73.845893,9
"151-44 80th St #1D, Howard Beach, NY 11414",2,2,1020,0,0,40.666607,-73.854464,1
"241-20 Northern Blvd APT 6B, Little Neck, NY 11362",2,1,1500,0,0,40.7650352,-73.7444405,6
"137-14 97th St, Ozone Park, NY 11417",3,2,296,0,0,40.6723452,-73.83855,1
"1566 212th St, Bayside, NY 11360",2,1,0,0,0,40.774826,-73.776964,14
"6937 Elizabeth Ave, Far Rockaway, NY 11692",2,1,902,0,0,40.596116,-73.791327,13
"99-10 60th Ave #5H, Corona, NY 11368",3,2,1200,0,0,40.7363466,-73.8584875,9
"146-58 182nd St, Springfield Gardens, NY 11413",2,1,960,0,0,40.660286,-73.760274,13
"99-06 212th St, Queens Village, NY 11429",4,3,2057,0,0,40.7141132,-73.7469615,6
"48-50 44th St APT 3E, Woodside, NY 11377",1,1,600,0,0,40.738595,-73.921538,9
"11-42 31st Ave #3A, Astoria, NY 11106",1,1,726,0,0,40.769155,-73.934682,3
"1 Bay Club Dr APT 5W, Flushing, NY 11360",1,1,0,0,0,40.778401,-73.780891,14
"104-46 114th St, South Richmond Hill, NY 11419",3,3,0,0,0,40.684478,-73.828265,1
"(Undisclosed Address), Springfield Gardens, NY 11413",7,2,2638,0,0,40.660605,-73.760521,13
"445 Beach 21st St, Far Rockaway, NY 11691",5,3,0,0,0,40.5993796,-73.755702,13
"7123 162nd St APT 1J, Fresh Meadows, NY 11365",1,2,1023,0,0,40.736847,-73.806697,1
"149-58 258th St #1, Rosedale, NY 11422",3,2,1296,0,0,40.6513328,-73.7314671,13
"7914 Rockaway Beach Blvd #2R, Far Rockaway, NY 11693",3,2,1295,0,0,40.590692,-73.809749,13
"111-24 170th St, Jamaica, NY 11433",3,2,0,0,0,40.693814,-73.781873,13
"115-29 172nd St, Jamaica, NY 11434",3,2,1264,0,0,40.689733,-73.776855,13
"11-11 Grassmere Ter, Far Rockaway, NY 11691",4,3,0,0,0,40.604046,-73.756989,13
"212-25 15th Ave #293, Bayside, NY 11360",3,2,0,0,0,40.785767,-73.781391,14
"4-74 48th Ave #34-G, Long Island City, NY 11109",1,1,640,0,0,40.77163,-73.898195,9
"76-01 113th St PENTHOUSE C, Forest Hills, NY 11375",2,2,835,0,0,40.717805,-73.834104,1
"66-36 Yellowstone Blvd APT 2F, Forest Hills, NY 11375",2,2,1150,0,0,40.729154,-73.849447,9
"42-28 214th Pl #1B, Bayside, NY 11361",1,1,708,0,0,40.762527,-73.769169,6
"99-06 212th St, Queens Village, NY 11429",4,3,2057,0,0,40.7141132,-73.7469615,6
"115-11 180th St, Jamaica, NY 11434",3,2,0,0,0,40.694307,-73.768611,13
"10-24 166th St APT 3B, Whitestone, NY 11357",3,1,1300,0,0,40.792564,-73.797731,14
"84-49 168th St #1M, Jamaica, NY 11432",3,2,0,0,0,40.714718,-73.797048,1
"111-07 208th St, Queens Village, NY 11429",3,2,0,0,0,40.7059145,-73.7482684,6
"24106 137th Ave, Jamaica, NY 11422",4,2,1676,0,0,40.659418,-73.736866,13
"69-27 136th St, Flushing, NY 11367",3,1,0,0,0,40.729375,-73.830499,1
"31-31 54th St #1, Woodside, NY 11377",1,1,0,0,0,40.7460197,-73.9098452,9
"4-74 48th Ave #4B, Queens, NY 11109",0,1,480,0,0,40.747096,-73.939388,3
"227-32 113th Ave, Queens Village, NY 11429",2,2,750,0,0,40.7036351,-73.7290857,6
"85-26 Dumont Avenue #10B, Ozone Park, NY 11417",3,2,0,0,0,40.67219,-73.84979,1
"15313 118th Ave, Jamaica, NY 11434",2,1,1325,0,0,40.683099,-73.784312,13
"144-46 38th Ave #4H, Flushing, NY 11354",2,1,0,0,0,40.76322,-73.821065,14
"6725 Clyde St APT 5F, Flushing, NY 11375",2,2,0,0,0,40.720805,-73.852341,9
"166-31 9th Ave #4B, Whitestone, NY 11357",3,1,0,0,0,40.792989,-73.79719,14
"162-20 9th Ave APT 9A, Whitestone, NY 11357",3,1,0,0,0,40.792666,-73.817485,14
"32-58 105th St #4A, East Elmhurst, NY 11369",1,1,600,0,0,40.758514,-73.863984,9
"168-11 116th Ave, Jamaica, NY 11434",6,2,0,0,0,40.68743,-73.779628,13
"44-14 Newtown Rd #4S, Astoria, NY 11103",1,1,1020,0,0,40.759225,-73.914282,9
"98-40 64th Ave APT 5H, Rego Park, NY 11374",2,1,0,0,0,40.7305564,-73.8568895,9
"21-10 33rd Ave #2B, Astoria, NY 11106",2,1,0,0,0,40.764499,-73.932186,3
"70-87 Park Ln #2, Little Neck, NY 11363",1,1,0,0,0,40.774261,-73.751681,6
"212-21 15th Ave #1, Bayside, NY 11360",3,2,1100,0,0,40.785764,-73.781427,14
"64-79 59th Ave, Maspeth, NY 11378",1,1,0,0,0,40.7192127,-73.903839,9
"3343 14th St APT 2D, Astoria, NY 11106",2,1,0,0,0,40.7687319,-73.9316433,3
"181-46 144th Ave, Springfield Gardens, NY 11413",4,2,3400,0,0,40.660612,-73.76044,13
"114-32 169th St, Jamaica, NY 11434",4,3,2628,0,0,40.690429,-73.780601,13
"21925 Murdock Ave, Jamaica, NY 11429",2,2,1100,0,0,40.719864,-73.729433,6
"17150 107th Ave, Jamaica, NY 11433",3,3,0,0,0,40.6981167,-73.7924857,1
"(Undisclosed Address), Jamaica, NY 11436",3,2,0,0,0,40.675283,-73.800696,1
"62-98 Woodhaven Blvd #6A, Middle Village, NY 11379",1,1,605,0,0,40.724435,-73.869292,9
"61-15 97th St #4F, Rego Park, NY 11374",3,2,1200,0,0,40.7340961,-73.8623199,9
"64-62 58th Rd, Maspeth, NY 11378",1,2,0,0,0,40.720417,-73.9079052,9
"139-15 34th Ave APT 2A, Flushing, NY 11354",2,2,836,0,0,40.767359,-73.820039,14
"8080 Cypress Ave, Glendale, NY 11385",2,1,2520,0,0,40.694804,-73.898192,9
"98-33 212th St, Queens Village, NY 11429",3,3,0,0,0,40.7147275,-73.7466916,6
"11415 118th St, Jamaica, NY 11420",7,3,1840,0,0,40.678503,-73.821361,1
"12-15 Broadway #523, Astoria, NY 11106",1,1,664,0,0,40.7655769,-73.9317661,3
"88-24 241st St, Bellerose, NY 11426",3,2,0,0,0,40.72469,-73.726858,6
"2 Bay Club Dr APT 15O, Flushing, NY 11360",1,1,0,0,0,40.778443,-73.780827,14
"98-20 62nd Dr APT 7J, Rego Park, NY 11374",3,2,1200,0,0,40.7328073,-73.8588254,9
"105-28 191st St, Saint Albans, NY 11412",3,2,1360,0,0,40.7048608,-73.7660629,13
"220-11 130th Ave, Springfield Gardens, NY 11413",4,2,0,0,0,40.6844713,-73.7453954,13
"142-11 Sutter Ave S, Jamaica, NY 11436",3,3,0,0,0,40.672587,-73.798165,13
"121-25 Farmers Blvd, Springfield Gardens, NY 11413",3,2,0,0,0,40.684539,-73.76057,13
"116-12 146th St, Jamaica, NY 11436",3,2,0,0,0,40.696058,-73.805046,1
"94-32 133rd Ave, Ozone Park, NY 11417",5,3,1638,0,0,40.6754567,-73.8420748,1
"111-17 113th St, South Ozone Park, NY 11420",2,2,0,0,0,40.678824,-73.826153,1
"114-32 158th St, Jamaica, NY 11434",4,2,0,0,0,40.7012608,-73.8016688,1
"91-33 88th Ave, Woodhaven, NY 11421",3,2,1200,0,0,40.6922433,-73.8530466,1
"92-21 77th St, Woodhaven, NY 11421",3,2,0,0,0,40.6847994,-73.8629574,1
"24715 87th Dr, Jamaica, NY 11426",3,2,1088,0,0,40.728736,-73.71467,6
"17983 Selover Rd, Jamaica, NY 11434",3,2,1426,0,0,40.682736,-73.76468,13
"62-54 97th Pl #10B, Rego Park, NY 11374",1,1,900,0,0,40.733692,-73.862446,9
"115-10 203rd St, Saint Albans, NY 11412",3,2,1836,0,0,40.6983123,-73.751158,13
"114-29 166th St, Jamaica, NY 11434",3,4,3049,0,0,40.689571,-73.782998,13
"48-02 43rd St #7A, Woodside, NY 11377",2,1,954,0,0,40.739606,-73.922328,9
"1039 116th St, Flushing, NY 11356",2,2,960,0,0,40.785804,-73.851303,14
"8257 251st St, Bellerose, NY 11426",3,4,1782,0,0,40.7432,-73.719346,6
"107-52 139th St, Jamaica, NY 11435",3,2,1280,0,0,40.687795,-73.806949,1
"82-15 251st St, Bellerose, NY 11426",3,2,0,0,0,40.73915,-73.717816,6
"176-27 134th Ave, Jamaica, NY 11434",4,2,1186,0,0,40.67589,-73.76463,13
"169-24 144th Ave, Jamaica, NY 11434",4,1,1125,0,0,40.668916,-73.770652,13
"149-07 Sanford Ave #3A, Flushing, NY 11355",3,3,1652,0,0,40.760501,-73.814946,14
"4-74 48th Ave PENTHOUSE 1C, Long Island City, NY 11109",1,1,921,0,0,40.7443849,-73.9573038,3
"89-03 102nd St, Richmond Hill, NY 11418",6,3,2338,0,0,40.693099,-73.844311,1
"9005 216th St, Jamaica, NY 11428",3,2,1452,0,0,40.722156,-73.730325,6
"214-16 112th Rd, Queens Village, NY 11429",3,3,0,0,0,40.7047779,-73.7415903,6
"13103 224th St, Laurelton, NY 11413",3,2,0,0,0,40.673026,-73.74876,13
"200-04 116th Ave, Saint Albans, NY 11412",3,2,1200,0,0,40.6958413,-73.7525436,13
"11857 201st St, Jamaica, NY 11412",4,3,1256,0,0,40.69471,-73.751299,13
"11465 209th St, Cambria Heights, NY 11411",3,2,1292,0,0,40.7021929,-73.7458668,13
"12011 Inwood St, Jamaica, NY 11436",3,3,1584,0,0,40.678498,-73.794867,13
"24319 144th Ave, Rosedale, NY 11422",4,3,3000,0,0,40.6602714,-73.7392088,13
"27010 Grand Central Pkwy APT 29K, Floral Park, NY 11005",2,3,1549,0,0,40.758789,-73.717908,6
"167-58 118th Ave, Jamaica, NY 11434",3,1,0,0,0,40.683872,-73.777896,13
"7601 85th Dr, Jamaica, NY 11421",6,3,0,0,0,40.7093894,-73.8079318,1
"112-02 103rd Ave, South Richmond Hill, NY 11419",3,3,2017,0,0,40.686222,-73.830845,1
"27110 Grand Central Pkwy APT 15G, Floral Park, NY 11005",2,3,1549,0,0,40.758789,-73.717908,6
"4-74 48th Ave #39G, Long Island City, NY 11109",2,2,1050,0,0,40.7443849,-73.9573038,3
"138-12 Northern Blvd #4C, Flushing, NY 11354",1,1,608,0,0,40.763905,-73.82803,14
"142-21 37th Ave, Flushing, NY 11354",2,2,757,0,0,40.7629402,-73.8267018,14
"24912 Rushmore Ter, Flushing, NY 11362",3,1,1468,0,0,40.758364,-73.735759,6
"(Undisclosed Address), Jamaica, NY 11433",3,4,1400,0,0,40.696533,-73.786776,13
"101-60 124th St, South Richmond Hill, NY 11419",4,2,0,0,0,40.689883,-73.821448,1
"105-28 191st St, Saint Albans, NY 11412",3,2,1360,0,0,40.7048608,-73.7660629,13
"220-11 130th Ave, Springfield Gardens, NY 11413",4,2,0,0,0,40.6844713,-73.7453954,13
"13965 86th Ave, Jamaica, NY 11435",3,2,1620,0,0,40.7087041,-73.8077182,1
"188-40 Dormans Rd, Saint Albans, NY 11412",4,2,1945,0,0,40.6961864,-73.7652194,13
"11240 Dillon St, Jamaica, NY 11433",4,2,1152,0,0,40.688781,-73.786439,13
"117-23 192nd St, Saint Albans, NY 11412",3,3,0,0,0,40.6918567,-73.7588388,13
"110-20 160th St, Jamaica, NY 11433",3,3,1200,0,0,40.6989447,-73.7956733,1
"131-43 226th St, Springfield Gardens, NY 11413",3,3,2400,0,0,40.6794852,-73.742472,13
"107-20 139th St, Jamaica, NY 11435",3,3,0,0,0,40.68857,-73.807371,1
"111-03 Witthoff Ave, Queens Village, NY 11429",5,3,0,0,0,40.707206,-73.742002,6
"129-23 133rd St, South Ozone Park, NY 11420",3,3,0,0,0,40.671868,-73.805347,1
"8945 220th St, Jamaica, NY 11427",4,2,0,0,0,40.722156,-73.730325,6
"12001 18th Ave, Flushing, NY 11356",4,2,3552,0,0,40.783224,-73.844933,14
"111-22 158th St, Jamaica, NY 11433",3,3,1331,0,0,40.7012608,-73.8016688,1
"217-23 Hempstead Ave, Queens Village, NY 11429",3,3,0,0,0,40.7150109,-73.7408183,6
"9210 92nd St, Jamaica, NY 11421",3,2,1328,0,0,40.691917,-73.85666,1
"133-22 114th Pl, South Ozone Park, NY 11420",3,2,0,0,0,40.671031,-73.826581,1
"33-60 21st St #12A, Astoria, NY 11106",3,2,1100,0,0,40.763431,-73.933182,3
"64-27 73rd Pl, Middle Village, NY 11379",2,1,2000,0,0,40.715519,-73.8812753,9
"16407 87th St, Howard Beach, NY 11414",3,2,1750,0,0,40.655031,-73.844642,1
"85-08 247th St, Bellerose, NY 11426",3,2,0,0,0,40.724355,-73.721512,6
"223-16 107th Ave, Queens Village, NY 11429",5,2,1460,0,0,40.7085286,-73.7320299,6
"71-03 72nd St, Ridgewood, NY 11385",3,2,1450,0,0,40.705,-73.879348,9
"128-55 233, Rosedale, NY 11422",3,2,1230,0,0,40.681296,-73.733578,13
"120-24 Ketch Ct, College Pt, NY 11356",3,2,0,0,0,40.7934661,-73.8466515,14
"14960 257th St, Jamaica, NY 11422",4,3,0,0,0,40.659418,-73.736866,13
"8813 Sutter Ave, Jamaica, NY 11417",4,3,0,0,0,40.674862,-73.857433,1
"96-17 221st St, Queens Village, NY 11429",3,3,2937,0,0,40.7178161,-73.7323018,6
"64-26 71st St, Middle Village, NY 11379",3,3,1957,0,0,40.715254,-73.8843493,9
"174-22 125th Ave, Jamaica, NY 11434",5,3,1600,0,0,40.682,-73.768849,13
"84-75 127th St, Kew Gardens, NY 11415",3,2,1632,0,0,40.704577,-73.824611,1
"45-08 40th St, Sunnyside, NY 11104",4,2,0,0,0,40.7433627,-73.9244787,9
"24912 Rushmore Ter, Flushing, NY 11362",3,1,1468,0,0,40.758364,-73.735759,6
"17217 Baisley Blvd, Jamaica, NY 11434",5,3,0,0,0,40.673125,-73.785324,13
"95-75 115th St, South Richmond Hill, NY 11419",6,4,0,0,0,40.689674,-73.829792,1
"88-17 90th St, Woodhaven, NY 11421",6,2,0,0,0,40.6909269,-73.8537541,1
"10728 128th St, South Richmond Hill, NY 11419",5,4,1550,0,0,40.686769,-73.822979,1
"53-31 64th St, Maspeth, NY 11378",3,2,0,0,0,40.730381,-73.901077,9
"112-16 196th St #2, Saint Albans, NY 11412",5,3,2450,0,0,40.7012766,-73.7594695,13
"4-74 48th Ave APT 19A, Long Island City, NY 11109",2,2,1046,0,0,40.7443849,-73.9573038,3
"91-15 215th Pl, Queens Village, NY 11428",3,3,0,0,0,40.7225343,-73.7439719,6
"14444 Jewel Ave, Flushing, NY 11367",6,3,2700,0,0,40.730164,-73.821997,1
"80-68 88th Rd, Woodhaven, NY 11421",5,2,0,0,0,40.6895492,-73.8588796,1
"10617 154th St, Jamaica, NY 11433",5,5,0,0,0,40.695315,-73.799103,1
"3624 11th St, Long Island City, NY 11106",2,1,660,0,0,40.760601,-73.930984,3
"35-15 78th St APT 32, Jackson Heights, NY 11372",2,1,1140,0,0,40.7509091,-73.8880689,9
"60-21 78th Ave, Ridgewood, NY 11385",3,2,1600,0,0,40.696261,-73.896063,9
"62-13 Dry Harbor Rd, Middle Village, NY 11379",3,1,0,0,0,40.7247276,-73.8729239,9
"2536 Gillmore St, Flushing, NY 11369",3,3,1045,0,0,40.762741,-73.869969,9
"78-22 88th Rd, Woodhaven, NY 11421",5,4,2500,0,0,40.6890928,-73.8623171,1
"474 48th Ave APT 29B, Long Island City, NY 11109",2,2,1046,0,0,40.7438215,-73.9521125,3
"8663 91st St, Jamaica, NY 11421",3,2,1680,0,0,40.6892,-73.852319,1
"10518 90th St, Ozone Park, NY 11417",3,2,2261,0,0,40.6763863,-73.8469763,1
"6928 Juniper Valley Rd, Flushing, NY 11379",3,3,1281,0,0,40.71649,-73.88125,9
"23509 Bentley Rd, Jamaica, NY 11422",6,4,1850,0,0,40.653852,-73.746133,13
"94-15 75th St, Woodhaven, NY 11421",5,3,0,0,0,40.689353,-73.86603,1
"163-33 95th St, Howard Beach, NY 11414",3,2,1050,0,0,40.6518588,-73.8358,1
"16807 Northern Blvd, Flushing, NY 11358",0,0,0,0,0,40.7648585,-73.8217644,14
"14711 41st Ave, Flushing, NY 11355",4,3,1300,0,0,40.7574472,-73.8311761,14
"82-19 25th Ave, East Elmhurst, NY 11370",3,2,1536,0,0,40.763145,-73.886611,9
"3304 143rd St, Flushing, NY 11354",4,2,1320,0,0,40.7703791,-73.8255732,14
"7718 Little Neck Pkwy, Glen Oaks, NY 11004",4,3,1728,0,0,40.7385904,-73.7150497,6
"114-36 173rd St #A, Jamaica, NY 11434",6,3,0,0,0,40.691596,-73.776968,13
"159-27 91, Howard Beach, NY 11414",5,3,0,0,0,40.658472,-73.841631,1
"15831 90th St, Jamaica, NY 11414",4,2,0,0,0,40.660441,-73.843122,1
"32-40 53rd Pl, Woodside, NY 11377",3,2,0,0,0,40.75464,-73.907957,9
"23-41 100th St, East Elmhurst, NY 11369",3,2,1224,0,0,40.7675167,-73.8700535,9
"48-21 58th St, Woodside, NY 11377",4,2,0,0,0,40.7380231,-73.9082473,9
