Address,Beds,Baths,Area,Construction,Parking,Price
"308 W 30th St APT 8A, New York, NY 10001",2,1,571,0,0,"$898,000"
"20 Pine St APT 712, New York, NY 10005",0,1,0,0,0,"$888,000"
"1619 3rd Ave APT 3J, New York, NY 10128",1,1,833,0,0,"$865,000"
"236 E 47th St APT 22B, New York, NY 10017",1,1,0,0,0,"$865,000"
"77 W 55th St #C7, New York, NY 10019",1,1,600,0,0,"$830,000"
"201 E 37th St APT 6D, New York, NY 10016",2,1,900,0,0,"$849,995"
"150 W End Ave APT 25H, New York, NY 10023",1,1,850,0,0,"$825,000"
"32 Gramercy Park S APT 11F, New York, NY 10003",1,1,0,0,0,"$825,000"
"111 Fulton St APT 417, New York, NY 10038",0,1,725,0,0,"$850,000"
"360 E 88th St APT 6C, New York, NY 10128",1,2,730,0,0,"$895,000"
"181 E 101st St #603, New York, NY 10029",1,1,726,0,0,"$895,700"
"181 E 101st St #207, New York, NY 10029",2,2,701,0,0,"$850,000"
"200 Rector Pl APT 28G, New York, NY 10280",1,1,638,0,0,"$845,000"
"201 E 36th St APT 11D, New York, NY 10016",1,1,904,0,0,"$875,000"
"2109 Broadway #519/520, New York, NY 10023",1,2,0,0,0,"$879,000"
"165 Lexington Ave #2B, New York, NY 10016",0,1,432,0,0,"$800,000"
"310 E 70th St APT 6A, New York, NY 10021",1,1,950,0,0,"$899,000"
"1165 5th Ave #1C, New York, NY 10029",2,2,1100,0,0,"$895,000"
"63 E 9th St APT 5A, New York, NY 10003",1,1,0,0,0,"$895,000"
"530 Grand St APT F3A, Manhattan, NY 10002",2,1,1000,0,0,"$899,000"
"196 Orchard St #5NN, New York, NY 10002",1,1,650,0,0,"$850,000"
"552 Riverside Dr APT 2D, New York, NY 10027",2,1,750,0,0,"$800,000"
"540 W 49th St APT 507N, New York, NY 10019",0,1,507,0,0,"$825,000"
"370 Convent Ave #4A, New York, NY 10031",2,1,921,0,0,"$800,000"
"43 E 10th St APT 6A, New York, NY 10003",0,1,500,0,0,"$865,000"
"750 Park Ave #4E, New York, NY 10021",1,1,0,0,0,"$899,000"
"250 E 40th St APT 23A, New York, NY 10016",1,1,707,0,0,"$825,000"
"80 Park Ave APT 11K, New York, NY 10016",1,1,910,0,0,"$884,000"
"40 Pinehurst Ave #3A, New York, NY 10033",2,2,22901,0,0,"$900,000"
"110 W 86th St APT 3E, New York, NY 10024",1,1,750,0,0,"$825,000"
"90 William St APT 14D, New York, NY 10038",1,1,849,0,0,"$898,000"
"350 W 42nd St APT 4L, New York, NY 10036",0,1,711,0,0,"$869,000"
"205 E 63rd St APT 4G, New York, NY 10065",2,2,0,0,0,"$849,000"
"17 Convent Ave #3A, New York, NY 10027",1,1,739,0,0,"$850,000"
"159 W 53rd St APT 24F, New York, NY 10019",1,1,739,0,0,"$875,000"
"179 E 79th St APT 1-B, New York, NY 10075",1,1,0,0,0,"$850,000"
"340 E 80th St APT 6A, New York, NY 10075",1,2,0,0,0,"$875,000"
"201 E 17th St APT 7A, New York, NY 10003",1,1,650,0,0,"$875,000"
"305 W 98th St APT 1HN, New York, NY 10025",1,2,0,0,0,"$899,000"
