Address,Beds,Baths,Area,Construction,Parking,Price,Latitude,Longitude
"12 Greenway Dr, Staten Island, NY 10301",4,4,2380,0,0,999000,40.6204553,-74.1088264
"1251 Todt Hill Rd, Staten Island, NY 10304",3,4,1456,0,0,999000,40.5807985,-74.1136248
"332 Saint Pauls Ave, Staten Island, NY 10304",5,4,3604,0,0,949000,40.6302459,-74.0817352
"19 Dorothy St, Staten Island, NY 10314",4,4,2700,0,0,999000,40.598815,-74.1391417
"118 Elmbank St, Staten Island, NY 10312",5,3,2580,0,0,949000,40.5298687,-74.1632579
"126 Tyrrell St, Staten Island, NY 10307",4,4,2200,0,0,925000,40.5121468,-74.2485632
"30 Madsen Ave, Staten Island, NY 10309",5,5,3750,0,0,999900,40.5215709,-74.2341
"307 Ellis St, Staten Island, NY 10307",4,4,1928,0,0,920000,40.5142568,-74.2505146
"61 Sandalwood Dr, Staten Island, NY 10308",4,4,3696,0,0,949000,40.5622022,-74.1467003
"75 Egbert Ave, Staten Island, NY 10310",4,3,1944,0,0,925000,40.6251392,-74.1250492
"578 Drumgoole Rd E, Staten Island, NY 10312",3,3,2934,0,0,949999,40.5471616,-74.1796179
"5775 Hylan Blvd, Staten Island, NY 10309",4,4,3400,0,0,949000,40.5192378,-74.1977975
"8 Berkshire Ln, Staten Island, NY 10309",4,3,3250,0,0,959000,40.531767,-74.218779
"189 Mason Blvd, Staten Island, NY 10309",3,4,3346,0,0,999000,40.5440926,-74.2133283
"5 Lundsten Ave, Staten Island, NY 10309",4,3,3164,0,0,949900,40.53787,-74.2316215
"27 Witteman Pl, Staten Island, NY 10301",3,2,1440,0,0,997900,40.6088989,-74.1018795
"410 Craig Ave, Staten Island, NY 10307",3,5,2861,0,0,999000,40.5106303,-74.2472376
"22 Noel St, Staten Island, NY 10312",3,3,2100,0,0,969000,40.5326777,-74.1621529
"22-12 119th St, College Pt, NY 11356",2,1,0,0,0,139000,40.7797261,-73.8490081
"234-28 131st Ave #1, Rosedale, NY 11422",1,1,0,0,0,175000,40.678097,-73.73395
"102-18 64th Ave APT 5T, Forest Hills, NY 11375",0,1,600,0,0,169000,40.73178,-73.853315
"112-30 197th St, Saint Albans, NY 11412",3,2,1224,0,0,175000,40.701114,-73.7584085
"23-35 Bell Blvd #2K, Bayside, NY 11360",1,1,0,0,0,199000,40.781421,-73.775979
"21-47 33rd St APT 1G, Astoria, NY 11105",1,1,0,0,0,199998,40.776286,-73.90812
"163-58 17th Ave #1, Whitestone, NY 11357",1,1,0,0,0,198000,40.782813,-73.798359
"113-15 34th Ave #5G, Corona, NY 11368",2,1,0,0,0,150000,40.75715,-73.855888
"234-34 133rd Ave #1, Rosedale, NY 11422",1,1,700,0,0,169000,40.675709,-73.734949
"37-21 80th St APT 6L, Jackson Heights, NY 11372",0,1,0,0,0,175000,40.7535179,-73.8868659
"84-70 129th St, Kew Gardens, NY 11415",1,1,0,0,0,179000,40.704684,-73.823791
"151-31 88th St #6H, Howard Beach, NY 11414",2,1,0,0,0,189900,40.667234,-73.847572
"66-34 108th St #1C, Forest Hills, NY 11375",0,1,0,0,0,189000,40.729619,-73.847895
"69-09 108th St APT 109, Forest Hills, NY 11375",0,1,500,0,0,164000,40.724852,-73.845378
"88-12 151st Ave APT 2M, Howard Beach, NY 11414",1,1,0,0,0,160000,40.66845,-73.847055
"83-75 Woodhaven Blvd #5H, Woodhaven, NY 11421",1,1,0,0,0,165000,40.699994,-73.853907
"112-30 Northern Blvd APT 2E, Corona, NY 11368",1,1,700,0,0,100000,40.758133,-73.856952
"76-26 113th St #1H, Forest Hills, NY 11375",0,1,500,0,0,178000,40.717482,-73.833881
"251-02 58th Ave #2, Little Neck, NY 11362",1,1,0,0,0,179000,40.760514,-73.72875
"83-75 118th St APT 4B, Kew Gardens, NY 11415",0,1,0,0,0,155000,40.705249,-73.834197
"89-35 155th Ave #6E, Howard Beach, NY 11414",2,1,962,0,0,199999,40.666585,-73.84536
"202-35 Foothill Ave #B-52, Hollis, NY 11423",1,1,0,0,0,199000,40.721014,-73.761933
"113-15 34th Ave APT 6A, Corona, NY 11368",1,1,575,0,0,139900,40.75715,-73.855888
"58-03 Calloway St #6AA, Corona, NY 11368",1,1,0,0,0,179000,40.7383146,-73.8582878
"170-06 88th Ave #2J, Jamaica, NY 11432",0,1,0,0,0,160000,40.710297,-73.791522
"83-55 Lefferts Blvd #3E, Kew Gardens, NY 11415",1,1,700,0,0,169000,40.705073,-73.832025
"10206 163rd Rd, Jamaica, NY 11414",1,0,912,0,0,199000,40.658825,-73.84382
"224-02 Manor Rd, Queens Village, NY 11427",1,1,670,0,0,199000,40.7328836,-73.7430355
"89-40 151st Ave #1F, Howard Beach, NY 11414",1,1,925,0,0,189000,40.667909,-73.845534
"170-40 Highland Ave #607, Jamaica, NY 11432",1,1,889,0,0,175000,40.710942,-73.797923
"112-24 Northern Blvd #1H, Corona, NY 11368",2,1,1000,0,0,160000,40.758133,-73.856952
"72-61 113th St #3B, Forest Hills, NY 11375",0,1,0,0,0,178000,40.719908,-73.836294
"54-44 Little Neck Pkwy, Little Neck, NY 11362",1,1,0,0,0,199999,40.766399,-73.726408
"172-70 Highland Ave #3G, Jamaica, NY 11432",0,1,0,0,0,100000,40.710942,-73.797923
"33-04 91st St #6M, Jackson Heights, NY 11372",1,1,0,0,0,179000,40.756354,-73.877062
"84-10 153rd Ave APT 3N, Howard Beach, NY 11414",0,1,0,0,0,115000,40.666303,-73.850138
"89-00 170th St #7E, Jamaica, NY 11432",0,1,0,0,0,114000,40.709565,-73.791144
"112-50 Northern Blvd #6B, Corona, NY 11368",2,1,1100,0,0,175000,40.758049,-73.85666
"Beach 45th St, Far Rockaway, NY 11691",0,0,0,0,0,120000,40.597621,-73.764645
"54-40 Little Neck Pkwy #1O, Little Neck, NY 11362",1,1,0,0,0,183000,40.766457,-73.726506
"10727 155th St, Jamaica, NY 11433",6,3,3120,0,0,300000,40.6951306,-73.7980419
"21-57 33rd St APT 4B, Astoria, NY 11105",2,1,0,0,0,265000,40.776099,-73.908292
"146-15 123rd Ave, Jamaica, NY 11436",4,2,2688,0,0,275000,40.675618,-73.792382
"131-16 115th Ave, South Ozone Park, NY 11420",3,2,0,0,0,235000,40.679763,-73.809677
"247-41 77th Cres #F-2, Bellerose, NY 11426",1,1,0,0,0,289000,40.74355,-73.722757
"64-74 Saunders St #5C, Rego Park, NY 11374",1,1,550,0,0,230000,40.727903,-73.859614
"84-20 51st Ave APT 4M, Elmhurst, NY 11373",0,1,460,0,0,225000,40.7381413,-73.8785647
"57-02 244th St #E2, Little Neck, NY 11362",1,1,0,0,0,248000,40.757072,-73.736648
"29-49 137th St APT 6, Flushing, NY 11354",1,1,800,0,0,238000,40.7702579,-73.8311328
"1021 162nd St APT 5D, Flushing, NY 11357",1,1,0,0,0,299999,40.791013,-73.800077
"62-64 Saunders St #2L, Flushing, NY 11374",1,1,703,0,0,289000,40.730349,-73.866193
"64-72A 223rd Pl #A, Oakland Gardens, NY 11364",2,1,0,0,0,299800,40.746921,-73.754256
"175-06 Devonshire Rd APT 1J, Jamaica, NY 11432",1,1,950,0,0,239000,40.714626,-73.789175
"227-23 88th Ave #227, Queens Village, NY 11427",2,1,0,0,0,225000,40.73033,-73.7328032
"64-72 223rd Pl, Oakland Gardens, NY 11364",2,1,0,0,0,299800,40.746921,-73.754256
"83-15 94th St #3M, Woodhaven, NY 11421",2,1,0,0,0,289000,40.698224,-73.851754
"83-15 98th St APT 3M, Woodhaven, NY 11421",2,1,0,0,0,289000,40.699973,-73.853309
"141-10 25th Rd #3A, Flushing, NY 11354",1,1,750,0,0,238000,40.775864,-73.82697
"22712 108th Ave, Jamaica, NY 11429",2,1,1209,0,0,290000,40.6955123,-73.793717
"102-30 66th Rd #8G, Forest Hills, NY 11375",1,1,0,0,0,279000,40.728731,-73.850667
"21-16 35th St APT 1B, Astoria, NY 11105",1,1,0,0,0,230000,40.776447,-73.907007
"160-11 17th Ave FLOOR 1, Whitestone, NY 11357",2,1,0,0,0,279800,40.783308,-73.802533
"118-18 Union Tpke APT 14B, Kew Gardens, NY 11415",2,1,950,0,0,269000,40.7123512,-73.8339162
"13181 Francis Lewis Blvd, Laurelton, NY 11413",3,1,1479,0,0,299000,40.667763,-73.739932
"252-07 63rd Ave #1068, Little Neck, NY 11362",1,1,0,0,0,299999,40.756181,-73.726472
"35-21 79th St #3L, Jackson Heights, NY 11372",0,1,400,0,0,227500,40.7508416,-73.887166
"36-16 213th St APT 1A, Bayside, NY 11361",1,1,650,0,0,245000,40.7671777,-73.7741236
"100-11 67th Rd #123, Forest Hills, NY 11375",2,1,0,0,0,250000,40.725521,-73.853518
"87-14 57th Rd #PD, Elmhurst, NY 11373",1,1,0,0,0,239000,40.733164,-73.874027
"144-60 Gravett Rd APT 1F, Flushing, NY 11367",2,1,0,0,0,229000,40.735241,-73.823573
"26-25 141st St #6-D, Flushing, NY 11354",2,1,950,0,0,298000,40.774319,-73.828208
"219 Beach 44 St, Far Rockaway, NY 11691",5,2,0,0,0,299000,40.600267,-73.760918
"9710 62nd Dr APT 3L, Rego Park, NY 11374",1,1,700,0,0,285000,40.7309323,-73.8645828
"252-36 58th Ave #1, Little Neck, NY 11362",3,1,0,0,0,278000,40.760788,-73.728303
"21-27 33rd St APT 5G, Astoria, NY 11105",2,1,0,0,0,299000,40.77666,-73.907774
"339 Beach 43rd St, Far Rockaway, NY 11691",2,2,0,0,0,290000,40.600267,-73.760918
"125-05 84th Ave #E6, Kew Gardens, NY 11415",1,1,725,0,0,219900,40.708799,-73.827778
"14010 116th Ave, Jamaica, NY 11436",2,1,551,0,0,295000,40.675283,-73.800696
"10727 155th St, Jamaica, NY 11433",6,3,3120,0,0,300000,40.6951306,-73.7980419
"21525 111th Rd, Jamaica, NY 11429",4,2,1344,0,0,370000,40.719864,-73.729433
"105-14 134th St, South Richmond Hill, NY 11419",3,3,1264,0,0,389000,40.689767,-73.811984
"18-70 211th St #6D, Bayside, NY 11360",3,2,0,0,0,325000,40.781053,-73.781759
"29-50 137th St #F, Flushing, NY 11354",2,2,1100,0,0,328888,40.770625,-73.831578
"31-85 Crescent St APT 307, Astoria, NY 11106",0,1,500,0,0,325000,40.7652383,-73.9266714
"18-40 211th St #3D, Bayside, NY 11360",3,1,0,0,0,315000,40.781495,-73.781837
"14-17 31st Ave #4B, Astoria, NY 11106",1,1,0,0,0,385000,40.768137,-73.931639
"13437 155th St, Jamaica, NY 11434",4,2,1920,0,0,389000,40.6956117,-73.7982697
"104-46 114th St, South Richmond Hill, NY 11419",3,3,0,0,0,400000,40.684478,-73.828265
"220-55 46th Ave #11A, Bayside, NY 11361",1,1,750,0,0,324888,40.760132,-73.759276
"15038 Union Tpke APT 3D, Flushing, NY 11367",0,1,0,0,0,318000,40.730164,-73.821997
"39-76 57th St APT 1H, Woodside, NY 11377",1,1,750,0,0,360000,40.7461381,-73.9074387
"98-50 63rd Dr #6G, Rego Park, NY 11374",1,1,0,0,0,369000,40.7313944,-73.8569608
"92-29 Lamont Ave APT 7L, Elmhurst, NY 11373",1,1,800,0,0,328000,40.745151,-73.873305
"39-60 54th St #8-S, Woodside, NY 11377",1,1,780,0,0,338000,40.747975,-73.909275
"142-05 Roosevelt Ave #536, Flushing, NY 11354",2,1,0,0,0,350000,40.7609848,-73.8258987
"329 Beach 45th St, Far Rockaway, NY 11691",6,2,2958,0,0,350000,40.600267,-73.760918
"104-54 164th St, Jamaica, NY 11433",5,2,0,0,0,310000,40.6988963,-73.7921296
"159-14 Cross Island Pkwy #62, Whitestone, NY 11357",2,1,0,0,0,395000,40.7872726,-73.8140604
"211-40 18th Ave #6F, Bayside, NY 11360",2,2,0,0,0,318000,40.78236,-73.781194
"67-02 Almeda Ave, Arverne, NY 11692",3,2,2400,0,0,399999,40.5970642,-73.7967886
"242-08 Horace Harding Expy FLOOR 2, Little Neck, NY 11362",3,1,0,0,0,319000,40.7567586,-73.7387363
"60-11 Broadway #4R, Woodside, NY 11377",3,2,1622,0,0,329000,40.751215,-73.901909
"21-77 33rd St #5F, Astoria, NY 11105",4,1,1500,0,0,395000,40.775725,-73.908638
"75-20 Springfield Blvd FLOOR 2, Oakland Gardens, NY 11364",2,1,725,0,0,369000,40.750228,-73.757377
"30-06 29th St #6S, Astoria, NY 11102",1,1,0,0,0,399000,40.767491,-73.923162
"88-15 Shore Pkwy #14, Howard Beach, NY 11414",3,1,0,0,0,325888,40.664107,-73.847437
"83-37 Saint James Ave #5L, Elmhurst, NY 11373",1,1,825,0,0,349000,40.7398674,-73.8794073
"255-22 61st Ave UNIT 1, Little Neck, NY 11362",3,1,960,0,0,389000,40.7581075,-73.7230849
"127-01 107th Ave, South Richmond Hill, NY 11419",3,2,1446,0,0,375000,40.686211,-73.816661
"68-63 108th St #6N, Forest Hills, NY 11375",2,1,0,0,0,350000,40.725549,-73.845893
"151-44 80th St #1D, Howard Beach, NY 11414",2,2,1020,0,0,395000,40.666607,-73.854464
"241-20 Northern Blvd APT 6B, Little Neck, NY 11362",2,1,1500,0,0,395000,40.7650352,-73.7444405
"137-14 97th St, Ozone Park, NY 11417",3,2,296,0,0,370000,40.6723452,-73.83855
"1566 212th St, Bayside, NY 11360",2,1,0,0,0,379500,40.774826,-73.776964
"6937 Elizabeth Ave, Far Rockaway, NY 11692",2,1,902,0,0,330000,40.596116,-73.791327
"99-10 60th Ave #5H, Corona, NY 11368",3,2,1200,0,0,389000,40.7363466,-73.8584875
"146-58 182nd St, Springfield Gardens, NY 11413",2,1,960,0,0,329000,40.660286,-73.760274
"99-06 212th St, Queens Village, NY 11429",4,3,2057,0,0,400000,40.7141132,-73.7469615
"48-50 44th St APT 3E, Woodside, NY 11377",1,1,600,0,0,319000,40.738595,-73.921538
"11-42 31st Ave #3A, Astoria, NY 11106",1,1,726,0,0,499000,40.769155,-73.934682
"1 Bay Club Dr APT 5W, Flushing, NY 11360",1,1,0,0,0,438000,40.778401,-73.780891
"104-46 114th St, South Richmond Hill, NY 11419",3,3,0,0,0,400000,40.684478,-73.828265
"(Undisclosed Address), Springfield Gardens, NY 11413",7,2,2638,0,0,450000,40.660605,-73.760521
"445 Beach 21st St, Far Rockaway, NY 11691",5,3,0,0,0,475000,40.5993796,-73.755702
"7123 162nd St APT 1J, Fresh Meadows, NY 11365",1,2,1023,0,0,499000,40.736847,-73.806697
"149-58 258th St #1, Rosedale, NY 11422",3,2,1296,0,0,449995,40.6513328,-73.7314671
"7914 Rockaway Beach Blvd #2R, Far Rockaway, NY 11693",3,2,1295,0,0,489900,40.590692,-73.809749
"111-24 170th St, Jamaica, NY 11433",3,2,0,0,0,485000,40.693814,-73.781873
"115-29 172nd St, Jamaica, NY 11434",3,2,1264,0,0,480000,40.689733,-73.776855
"11-11 Grassmere Ter, Far Rockaway, NY 11691",4,3,0,0,0,499200,40.604046,-73.756989
"212-25 15th Ave #293, Bayside, NY 11360",3,2,0,0,0,449000,40.785767,-73.781391
"4-74 48th Ave #34-G, Long Island City, NY 11109",1,1,640,0,0,465000,40.77163,-73.898195
"76-01 113th St PENTHOUSE C, Forest Hills, NY 11375",2,2,835,0,0,449900,40.717805,-73.834104
"66-36 Yellowstone Blvd APT 2F, Forest Hills, NY 11375",2,2,1150,0,0,499000,40.729154,-73.849447
"42-28 214th Pl #1B, Bayside, NY 11361",1,1,708,0,0,489000,40.762527,-73.769169
"99-06 212th St, Queens Village, NY 11429",4,3,2057,0,0,400000,40.7141132,-73.7469615
"115-11 180th St, Jamaica, NY 11434",3,2,0,0,0,439000,40.694307,-73.768611
"10-24 166th St APT 3B, Whitestone, NY 11357",3,1,1300,0,0,400000,40.792564,-73.797731
"84-49 168th St #1M, Jamaica, NY 11432",3,2,0,0,0,460000,40.714718,-73.797048
"111-07 208th St, Queens Village, NY 11429",3,2,0,0,0,449000,40.7059145,-73.7482684
"24106 137th Ave, Jamaica, NY 11422",4,2,1676,0,0,409000,40.659418,-73.736866
"69-27 136th St, Flushing, NY 11367",3,1,0,0,0,409000,40.729375,-73.830499
"31-31 54th St #1, Woodside, NY 11377",1,1,0,0,0,439000,40.7460197,-73.9098452
"4-74 48th Ave #4B, Queens, NY 11109",0,1,480,0,0,425000,40.747096,-73.939388
"227-32 113th Ave, Queens Village, NY 11429",2,2,750,0,0,485000,40.7036351,-73.7290857
"85-26 Dumont Avenue #10B, Ozone Park, NY 11417",3,2,0,0,0,478000,40.67219,-73.84979
"15313 118th Ave, Jamaica, NY 11434",2,1,1325,0,0,439888,40.683099,-73.784312
"144-46 38th Ave #4H, Flushing, NY 11354",2,1,0,0,0,429000,40.76322,-73.821065
"6725 Clyde St APT 5F, Flushing, NY 11375",2,2,0,0,0,458000,40.720805,-73.852341
"166-31 9th Ave #4B, Whitestone, NY 11357",3,1,0,0,0,408888,40.792989,-73.79719
"162-20 9th Ave APT 9A, Whitestone, NY 11357",3,1,0,0,0,400000,40.792666,-73.817485
"32-58 105th St #4A, East Elmhurst, NY 11369",1,1,600,0,0,435000,40.758514,-73.863984
"168-11 116th Ave, Jamaica, NY 11434",6,2,0,0,0,500000,40.68743,-73.779628
"44-14 Newtown Rd #4S, Astoria, NY 11103",1,1,1020,0,0,430000,40.759225,-73.914282
"98-40 64th Ave APT 5H, Rego Park, NY 11374",2,1,0,0,0,429000,40.7305564,-73.8568895
"21-10 33rd Ave #2B, Astoria, NY 11106",2,1,0,0,0,425000,40.764499,-73.932186
"70-87 Park Ln #2, Little Neck, NY 11363",1,1,0,0,0,439888,40.774261,-73.751681
"212-21 15th Ave #1, Bayside, NY 11360",3,2,1100,0,0,479000,40.785764,-73.781427
"64-79 59th Ave, Maspeth, NY 11378",1,1,0,0,0,445000,40.7192127,-73.903839
"3343 14th St APT 2D, Astoria, NY 11106",2,1,0,0,0,465000,40.7687319,-73.9316433
"181-46 144th Ave, Springfield Gardens, NY 11413",4,2,3400,0,0,590000,40.660612,-73.76044
"114-32 169th St, Jamaica, NY 11434",4,3,2628,0,0,540000,40.690429,-73.780601
"21925 Murdock Ave, Jamaica, NY 11429",2,2,1100,0,0,589000,40.719864,-73.729433
"17150 107th Ave, Jamaica, NY 11433",3,3,0,0,0,589000,40.6981167,-73.7924857
"(Undisclosed Address), Jamaica, NY 11436",3,2,0,0,0,595000,40.675283,-73.800696
"62-98 Woodhaven Blvd #6A, Middle Village, NY 11379",1,1,605,0,0,525000,40.724435,-73.869292
"61-15 97th St #4F, Rego Park, NY 11374",3,2,1200,0,0,599000,40.7340961,-73.8623199
"64-62 58th Rd, Maspeth, NY 11378",1,2,0,0,0,539000,40.720417,-73.9079052
"139-15 34th Ave APT 2A, Flushing, NY 11354",2,2,836,0,0,599000,40.767359,-73.820039
"8080 Cypress Ave, Glendale, NY 11385",2,1,2520,0,0,590000,40.694804,-73.898192
"98-33 212th St, Queens Village, NY 11429",3,3,0,0,0,590000,40.7147275,-73.7466916
"11415 118th St, Jamaica, NY 11420",7,3,1840,0,0,520000,40.678503,-73.821361
"12-15 Broadway #523, Astoria, NY 11106",1,1,664,0,0,597600,40.7655769,-73.9317661
"88-24 241st St, Bellerose, NY 11426",3,2,0,0,0,599000,40.72469,-73.726858
"2 Bay Club Dr APT 15O, Flushing, NY 11360",1,1,0,0,0,548000,40.778443,-73.780827
"98-20 62nd Dr APT 7J, Rego Park, NY 11374",3,2,1200,0,0,518000,40.7328073,-73.8588254
"105-28 191st St, Saint Albans, NY 11412",3,2,1360,0,0,600000,40.7048608,-73.7660629
"220-11 130th Ave, Springfield Gardens, NY 11413",4,2,0,0,0,600000,40.6844713,-73.7453954
"142-11 Sutter Ave S, Jamaica, NY 11436",3,3,0,0,0,599999,40.672587,-73.798165
"121-25 Farmers Blvd, Springfield Gardens, NY 11413",3,2,0,0,0,600000,40.684539,-73.76057
"116-12 146th St, Jamaica, NY 11436",3,2,0,0,0,575000,40.696058,-73.805046
"94-32 133rd Ave, Ozone Park, NY 11417",5,3,1638,0,0,575000,40.6754567,-73.8420748
"111-17 113th St, South Ozone Park, NY 11420",2,2,0,0,0,529999,40.678824,-73.826153
"114-32 158th St, Jamaica, NY 11434",4,2,0,0,0,580000,40.7012608,-73.8016688
"91-33 88th Ave, Woodhaven, NY 11421",3,2,1200,0,0,540000,40.6922433,-73.8530466
"92-21 77th St, Woodhaven, NY 11421",3,2,0,0,0,598000,40.6847994,-73.8629574
"24715 87th Dr, Jamaica, NY 11426",3,2,1088,0,0,559000,40.728736,-73.71467
"17983 Selover Rd, Jamaica, NY 11434",3,2,1426,0,0,560000,40.682736,-73.76468
"62-54 97th Pl #10B, Rego Park, NY 11374",1,1,900,0,0,530000,40.733692,-73.862446
"115-10 203rd St, Saint Albans, NY 11412",3,2,1836,0,0,599000,40.6983123,-73.751158
"114-29 166th St, Jamaica, NY 11434",3,4,3049,0,0,549000,40.689571,-73.782998
"48-02 43rd St #7A, Woodside, NY 11377",2,1,954,0,0,549000,40.739606,-73.922328
"1039 116th St, Flushing, NY 11356",2,2,960,0,0,599999,40.785804,-73.851303
"8257 251st St, Bellerose, NY 11426",3,4,1782,0,0,599000,40.7432,-73.719346
"107-52 139th St, Jamaica, NY 11435",3,2,1280,0,0,550000,40.687795,-73.806949
"82-15 251st St, Bellerose, NY 11426",3,2,0,0,0,588888,40.73915,-73.717816
"176-27 134th Ave, Jamaica, NY 11434",4,2,1186,0,0,550000,40.67589,-73.76463
"169-24 144th Ave, Jamaica, NY 11434",4,1,1125,0,0,549999,40.668916,-73.770652
"149-07 Sanford Ave #3A, Flushing, NY 11355",3,3,1652,0,0,585000,40.760501,-73.814946
"4-74 48th Ave PENTHOUSE 1C, Long Island City, NY 11109",1,1,921,0,0,580000,40.7443849,-73.9573038
"89-03 102nd St, Richmond Hill, NY 11418",6,3,2338,0,0,619900,40.693099,-73.844311
"9005 216th St, Jamaica, NY 11428",3,2,1452,0,0,649999,40.722156,-73.730325
"214-16 112th Rd, Queens Village, NY 11429",3,3,0,0,0,675000,40.7047779,-73.7415903
"13103 224th St, Laurelton, NY 11413",3,2,0,0,0,619000,40.673026,-73.74876
"200-04 116th Ave, Saint Albans, NY 11412",3,2,1200,0,0,649999,40.6958413,-73.7525436
"11857 201st St, Jamaica, NY 11412",4,3,1256,0,0,699999,40.69471,-73.751299
"11465 209th St, Cambria Heights, NY 11411",3,2,1292,0,0,679000,40.7021929,-73.7458668
"12011 Inwood St, Jamaica, NY 11436",3,3,1584,0,0,629000,40.678498,-73.794867
"24319 144th Ave, Rosedale, NY 11422",4,3,3000,0,0,650000,40.6602714,-73.7392088
"27010 Grand Central Pkwy APT 29K, Floral Park, NY 11005",2,3,1549,0,0,625000,40.758789,-73.717908
"167-58 118th Ave, Jamaica, NY 11434",3,1,0,0,0,625000,40.683872,-73.777896
"7601 85th Dr, Jamaica, NY 11421",6,3,0,0,0,699000,40.7093894,-73.8079318
"112-02 103rd Ave, South Richmond Hill, NY 11419",3,3,2017,0,0,699000,40.686222,-73.830845
"27110 Grand Central Pkwy APT 15G, Floral Park, NY 11005",2,3,1549,0,0,650000,40.758789,-73.717908
"4-74 48th Ave #39G, Long Island City, NY 11109",2,2,1050,0,0,650000,40.7443849,-73.9573038
"138-12 Northern Blvd #4C, Flushing, NY 11354",1,1,608,0,0,663000,40.763905,-73.82803
"142-21 37th Ave, Flushing, NY 11354",2,2,757,0,0,660000,40.7629402,-73.8267018
"24912 Rushmore Ter, Flushing, NY 11362",3,1,1468,0,0,700000,40.758364,-73.735759
"(Undisclosed Address), Jamaica, NY 11433",3,4,1400,0,0,639000,40.696533,-73.786776
"101-60 124th St, South Richmond Hill, NY 11419",4,2,0,0,0,649000,40.689883,-73.821448
"105-28 191st St, Saint Albans, NY 11412",3,2,1360,0,0,600000,40.7048608,-73.7660629
"220-11 130th Ave, Springfield Gardens, NY 11413",4,2,0,0,0,600000,40.6844713,-73.7453954
"13965 86th Ave, Jamaica, NY 11435",3,2,1620,0,0,629000,40.7087041,-73.8077182
"188-40 Dormans Rd, Saint Albans, NY 11412",4,2,1945,0,0,615000,40.6961864,-73.7652194
"11240 Dillon St, Jamaica, NY 11433",4,2,1152,0,0,619000,40.688781,-73.786439
"117-23 192nd St, Saint Albans, NY 11412",3,3,0,0,0,699999,40.6918567,-73.7588388
"110-20 160th St, Jamaica, NY 11433",3,3,1200,0,0,649000,40.6989447,-73.7956733
"131-43 226th St, Springfield Gardens, NY 11413",3,3,2400,0,0,695000,40.6794852,-73.742472
"107-20 139th St, Jamaica, NY 11435",3,3,0,0,0,649000,40.68857,-73.807371
"111-03 Witthoff Ave, Queens Village, NY 11429",5,3,0,0,0,669000,40.707206,-73.742002
"129-23 133rd St, South Ozone Park, NY 11420",3,3,0,0,0,649000,40.671868,-73.805347
"8945 220th St, Jamaica, NY 11427",4,2,0,0,0,679000,40.722156,-73.730325
"12001 18th Ave, Flushing, NY 11356",4,2,3552,0,0,650000,40.783224,-73.844933
"111-22 158th St, Jamaica, NY 11433",3,3,1331,0,0,635000,40.7012608,-73.8016688
"217-23 Hempstead Ave, Queens Village, NY 11429",3,3,0,0,0,625000,40.7150109,-73.7408183
"9210 92nd St, Jamaica, NY 11421",3,2,1328,0,0,655000,40.691917,-73.85666
"133-22 114th Pl, South Ozone Park, NY 11420",3,2,0,0,0,609000,40.671031,-73.826581
"33-60 21st St #12A, Astoria, NY 11106",3,2,1100,0,0,635000,40.763431,-73.933182
"64-27 73rd Pl, Middle Village, NY 11379",2,1,2000,0,0,650000,40.715519,-73.8812753
"16407 87th St, Howard Beach, NY 11414",3,2,1750,0,0,699000,40.655031,-73.844642
"85-08 247th St, Bellerose, NY 11426",3,2,0,0,0,798000,40.724355,-73.721512
"223-16 107th Ave, Queens Village, NY 11429",5,2,1460,0,0,745000,40.7085286,-73.7320299
"71-03 72nd St, Ridgewood, NY 11385",3,2,1450,0,0,799000,40.705,-73.879348
"128-55 233, Rosedale, NY 11422",3,2,1230,0,0,799000,40.681296,-73.733578
"120-24 Ketch Ct, College Pt, NY 11356",3,2,0,0,0,759000,40.7934661,-73.8466515
"14960 257th St, Jamaica, NY 11422",4,3,0,0,0,749990,40.659418,-73.736866
"8813 Sutter Ave, Jamaica, NY 11417",4,3,0,0,0,799000,40.674862,-73.857433
"96-17 221st St, Queens Village, NY 11429",3,3,2937,0,0,719000,40.7178161,-73.7323018
"64-26 71st St, Middle Village, NY 11379",3,3,1957,0,0,749000,40.715254,-73.8843493
"174-22 125th Ave, Jamaica, NY 11434",5,3,1600,0,0,725000,40.682,-73.768849
"84-75 127th St, Kew Gardens, NY 11415",3,2,1632,0,0,769000,40.704577,-73.824611
"45-08 40th St, Sunnyside, NY 11104",4,2,0,0,0,759000,40.7433627,-73.9244787
"24912 Rushmore Ter, Flushing, NY 11362",3,1,1468,0,0,700000,40.758364,-73.735759
"17217 Baisley Blvd, Jamaica, NY 11434",5,3,0,0,0,719000,40.673125,-73.785324
"95-75 115th St, South Richmond Hill, NY 11419",6,4,0,0,0,750000,40.689674,-73.829792
"88-17 90th St, Woodhaven, NY 11421",6,2,0,0,0,720000,40.6909269,-73.8537541
"10728 128th St, South Richmond Hill, NY 11419",5,4,1550,0,0,739000,40.686769,-73.822979
"53-31 64th St, Maspeth, NY 11378",3,2,0,0,0,788000,40.730381,-73.901077
"112-16 196th St #2, Saint Albans, NY 11412",5,3,2450,0,0,779500,40.7012766,-73.7594695
"4-74 48th Ave APT 19A, Long Island City, NY 11109",2,2,1046,0,0,745000,40.7443849,-73.9573038
"91-15 215th Pl, Queens Village, NY 11428",3,3,0,0,0,799000,40.7225343,-73.7439719
"14444 Jewel Ave, Flushing, NY 11367",6,3,2700,0,0,799999,40.730164,-73.821997
