Address,Beds,Baths,Area,Construction,Parking,Price
"319 E 50th St APT 8F, New York, NY 10022",0,1,0,0,0,"$390,000"
"110 E 36th St APT 4B, New York, NY 10016",0,1,0,0,0,"$395,000"
"245 E 24th St APT 2H, New York, NY 10010",0,1,0,0,0,"$399,987"
"301 E 22nd St APT 14G, New York, NY 10010",0,1,0,0,0,"$335,000"
"5 Tudor City Pl APT 317, New York, NY 10017",0,1,275,0,0,"$339,900"
"214 Bradhurst Ave APT 14, New York, NY 10039",1,1,490,0,0,"$387,500"
"153 E 57th St APT 5E, New York, NY 10022",0,1,500,0,0,"$395,000"
"535 W 163rd St #6, New York, NY 10032",2,1,0,0,0,"$320,000"
"433 W 34th St APT 3F, New York, NY 10001",0,1,250,0,0,"$378,000"
"99 Avenue B APT 5D, New York, NY 10009",0,1,0,0,0,"$395,000"
"225 E 4th St #11, New York, NY 10009",1,1,0,0,0,"$399,000"
"345 E 69th St APT 5D, New York, NY 10021",0,1,0,0,0,"$399,000"
"405 E 63rd St APT 9B, New York, NY 10065",0,1,0,0,0,"$400,000"
"319 W 18th St APT 5G, New York, NY 10011",0,1,0,0,0,"$399,000"
"12 E 132nd St APT 4A, New York, NY 10037",3,2,0,0,0,"$360,000"
"655 Riverside Drive #1A, New York, NY 10031",2,1,1000,0,0,"$399,000"
"870 W 181st St #A2, New York, NY 10033",1,1,0,0,0,"$375,000"
"418 E 83rd St PENTHOUSE D, New York, NY 10028",0,1,0,0,0,"$360,000"
"25 Tudor City Pl APT 2001, New York, NY 10017",0,1,0,0,0,"$335,000"
"222 E 35th St APT 5D, New York, NY 10016",0,1,0,0,0,"$399,000"
"203 W 87th St APT 44, New York, NY 10024",0,1,0,0,0,"$365,000"
"258 W 117th St #33W, New York, NY 10026",1,1,0,0,0,"$300,000"
"310 E 49th St APT 8J, New York, NY 10017",0,1,0,0,0,"$349,000"
"50 E 8th St APT 3R, New York, NY 10003",0,1,0,0,0,"$400,000"
"349 E 49th St APT 2V, New York, NY 10017",0,1,0,0,0,"$365,000"
"303 E 37th St APT 2G, New York, NY 10016",0,1,550,0,0,"$389,000"
"519 E 87th St APT 4C, New York, NY 10128",1,1,0,0,0,"$325,000"
"140 W 69th St #5A, New York, NY 10023",0,1,0,0,0,"$375,000"
"330 E 83rd St APT 2G, New York, NY 10028",0,1,0,0,0,"$399,000"
"166 E 35th St APT 3A, New York, NY 10016",0,1,0,0,0,"$390,000"
"512 E 83rd St APT 2B, New York, NY 10028",0,1,400,0,0,"$349,900"
"339 E 58th St APT 5B, New York, NY 10022",0,1,450,0,0,"$310,000"
"210 E 36th St APT 3D, New York, NY 10016",0,1,0,0,0,"$389,000"
"95 Park Ter E APT 4E, New York, NY 10034",1,1,0,0,0,"$389,000"
"3692 Broadway APT 62, New York, NY 10031",2,1,0,0,0,"$395,000"
"200 E End Ave APT 1K, New York, NY 10128",0,1,0,0,0,"$335,000"
"457 W 57th St #1116, New York, NY 10019",0,1,400,0,0,"$379,000"
"330 E 94th St APT 4B, New York, NY 10128",1,1,475,0,0,"$389,000"
"235 W 102nd St APT 3U, New York, NY 10025",0,1,0,0,0,"$339,000"
